Quarter,MarketCap,EnterpriseValue,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalCapitalization,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,EndCashPosition,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,FreeCashFlow,NormalizedIncomeYoY,DilutedNIAvailtoComStockholdersYoY,NetIncomeCommonStockholdersYoY,PretaxIncomeYoY,TotalOperatingIncomeAsReportedYoY,OperatingIncomeYoY,OperatingIncomeQoQ,EBITYoY,EBITQoQ,FreeCashFlowYoY,FreeCashFlowQoQ,NormalizedEBITDAYoY,EBITDAYoY,EBITDAQoQ,OperatingCashFlowYoY,OperatingCashFlowQoQ,OperatingExpenseYoY,OperatingExpenseQoQ,ReconciledCostOfRevenueYoY,CostOfRevenueYoY,CostOfRevenueQoQ,GrossProfitYoY,GrossProfitQoQ,EndCashPositionYoY,EndCashPositionQoQ,TotalExpensesYoY,TotalExpensesQoQ,TotalRevenueYoY,TotalRevenueQoQ,MarketCapYoY,MarketCapQoQ,EnterpriseValueYoY,EnterpriseValueQoQ,GrossMargin,OperatingMargin,NetMargin,EV2GrossIncome,EV2OperatingIncome,EV2NetIncome,EV2FreeCashFlow,EV2OperatingCashFlow,EV2TotalRevenue,Ticker,PeRatio,ForwardPeRatio,InterestIncome,TreasurySharesNumber,IncomeTaxPaidSupplementalData,InterestIncomeYoY,AverageDilutionEarnings,RentExpenseSupplemental,PegRatio,RepurchaseOfCapitalStock,PreferredStockEquity,PreferredSharesNumber,EarningsFromEquityInterestNetOfTax,OtherCashAdjustmentInsideChangeinCash
09/30/2021,110561359974.0,108249059974.0,7.877999999999999,41.118,28.155,2204.8,3844727000.0,2711512000.0,1133215000.0,1104219000.0,28996000.0,-13409000.0,-18011000.0,-2424000.0,452000.0,84000.0,84000.0,0.0,0.0,460654000.0,504120000.0,22996000.0,3815731000.0,84000.0,4464000.0,13409000.0,-13409000.0,10985000.0,,2711512000.0,38112000.0,84000.0,-6000000.0,-6000000.0,55097000.0,0.27,-1620000.0,13909426000.0,10904712000.0,3004714000.0,7697654000.0,2959825000.0,451172000.0,2171585000.0,5012892000.0,8427949000.0,2171585000.0,5919296000.0,953515000.0,460979653.0,460979653.0,374964000.0,-323580000.0,-112607000.0,4602449000.0,,-31400000.0,,0.0,-98025000.0,343564000.0,-87.77488703272628,-99.76995755169109,-99.76995755169109,-106.89694417572413,-53.39467390863767,-41.234647967248996,-82.96957594267592,-78.08522523241432,-94.52889203215427,-10.277396204931605,-5.3735602108661045,-22.124381625441696,,,-9.145889365413971,-5.2051178982336115,48.19483756155107,13.74273282763565,22.15239541972215,21.081048254033746,-23.395133020379657,42.64055232832571,-0.6878667629510702,113.06983212549986,-1.465287886187025,27.85022911464846,-15.401719399469494,26.726653776656512,-17.859508207368517,51.92665050937645,-0.9460797079085876,52.447882278942615,-0.5525825043347712,29.474524459083828,0.7541757841323975,-0.06304738932049012,0.010468589752854975,0.0002678637579574775,-2.2392804155363686e-05,0.003173828946713436,0.0034639007497160846,0.03551741697270584,SQ,201.546,105.26299999999999,,,,,,,2.182,,,,,
06/30/2021,111617349064.0,108850549064.0,9.23,48.228,23.255,474.965,4680672000.0,3539608000.0,1141064000.0,970804000.0,170260000.0,-6464000.0,30522000.0,194318000.0,-9360000.0,204021000.0,204021000.0,0.45,0.4,455431000.0,522578000.0,124994000.0,4510412000.0,204021000.0,237065180.0,6464000.0,-6464000.0,200782000.0,,3539608000.0,28394000.0,204021000.0,-45266000.0,-45266000.0,274442000.0,0.27,-12221820.0,13815688000.0,11078987000.0,2736701000.0,7530129000.0,2688852000.0,461673000.0,1925256000.0,5353465000.0,8358493000.0,1925256000.0,6131314000.0,1088407000.0,457823417.0,457823417.0,395553000.0,-775016000.0,1930355000.0,4670891000.0,,-32479000.0,,2159070000.0,-127767000.0,363074000.0,-2165.387523958878,-1877.4960794563513,-1877.4960794563513,-1688.86345053148,-642.2262710393892,-838.5910116258893,94.36960591807845,7807.916502560063,399.358336649423,-219.6081079745547,-220.26698466328796,1063.1362576817123,,,-244.82277605087708,-504.6950614378818,56.62802610456345,10.834394140917109,170.8791768034401,166.76534560489335,-13.536694425112897,91.20890537784682,18.428937800791072,132.82187091268702,49.761565431235844,131.69801667148684,-9.24129027376846,143.32559620508155,-7.446665888908442,140.42851861697488,8.122327765999774,141.12325462795772,7.949286379006624,24.378208940938396,3.63751187863623,4.151497904574386,0.010482850199764243,0.0015641629873625494,0.0017851816244468218,0.0033355275019010355,0.003633909092800532,0.04300090390217455,SQ,320.789,169.49200000000002,,,,,,,4.591,,,,,
03/31/2021,103232469528.0,100834894528.0,11.527000000000001,38.497,19.939,1452.764,5057270000.0,4093769000.0,963501000.0,875905000.0,87596000.0,-253000.0,-47388000.0,39955000.0,947000.0,39008000.0,39008000.0,0.09,0.08,454973000.0,501353000.0,67736000.0,4969674000.0,39008000.0,58397284.946,253000.0,-253000.0,40208000.0,,4066031000.0,29201000.0,39008000.0,-19860000.0,-19860000.0,89269000.0,0.024,-470715.054,11348720000.0,9034347000.0,2314373000.0,5294575000.0,2314373000.0,455854000.0,1868140000.0,3757754000.0,6063470000.0,1868140000.0,4204951000.0,726612000.0,454668441.0,454668441.0,-97741000.0,-158023000.0,180992000.0,3118885000.0,,-204149000.0,,494300000.0,-194186000.0,-301890000.0,-155.14848754473942,-136.8378804619845,-136.8378804619845,-137.92380120733515,-175.0221513379408,-197.01842991316676,93.8693756501339,-141.8179927197088,-87.29183457387126,-417.2479744427747,-539.57948075775,-217.32182049967798,,,-180.58056325023085,-180.96101916737075,39.3003058259607,15.47751042508507,393.7877457534699,385.84501927349373,73.81241296151624,78.92278751571492,19.884657019497567,55.174815676468235,-2.5915537298129245,237.7520818650575,59.60224639642981,266.1745742008777,60.09237188070795,349.1797776187948,3.976887219200145,361.66631043359286,3.7182828631578886,19.051800675067774,1.7320807471224595,0.7900507586108712,0.009555233875238035,0.0008687072110307628,0.0003962417989033075,-0.0029939040588391817,-0.0009693172235416889,0.050153967271673885,SQ,516.023,181.81799999999998,,,,,,,4.96,,,,,
12/31/2020,99284054648.0,97219980648.0,13.610999999999999,48.13,30.776,286.89799999999997,3158970000.0,2355280000.0,803690000.0,758507000.0,45183000.0,-17988000.0,271212000.0,298407000.0,4448000.0,293959000.0,293959000.0,0.65,0.59,452869000.0,502237000.0,45183000.0,3113787000.0,293959000.0,293959000.0,17988000.0,-17988000.0,316395000.0,,2333886000.0,22471000.0,293959000.0,0.0,0.0,338866000.0,0.015,0.0,9869550000.0,7187981000.0,2681569000.0,5268493000.0,2681569000.0,442409000.0,2227256000.0,3635525000.0,5732587000.0,2227256000.0,3493427000.0,,456184776.0,456184776.0,120726000.0,-74923000.0,983771000.0,3201863000.0,,-52049000.0,,1120901000.0,,68677000.0,-24.807131529134903,-24.807131529134903,-24.807131529134903,-23.768418793811694,160.4507724233341,160.4507724233341,-8.428924648372584,1723.8125432326492,531.1993775685273,54.52479524795248,-82.06482850114124,1758.0217129071168,,,97.5358334969566,-70.74798284509704,48.81410866370676,1.7975796959655783,195.24137224367837,199.5091431623388,5.173708001941575,52.48866803655827,1.1624321075454243,191.4212719326189,48.22986890215392,140.24632719714276,4.330829758233452,140.51319104420566,4.123309010196205,266.68977850798063,36.43006811066461,269.56547302827124,36.91555537338789,25.441520495604582,1.4303079801327647,9.446338521733349,0.008266716313284243,0.0004647501439399793,0.003069399911530828,0.0007064082870850974,0.0012417817736161375,0.032493012022266704,SQ,324.836,185.185,,,,,,,4.43,,,,,
09/30/2020,72772854271.0,71007257271.0,13.097999999999999,37.778,23.405,1003.6360000000001,3033874000.0,2239419000.0,794455000.0,745113000.0,49342000.0,-14980000.0,784000.0,35146000.0,-1369000.0,36515000.0,36515000.0,0.08,0.07,444458000.0,488069000.0,49342000.0,2984532000.0,36515000.0,36515000.0,14980000.0,-14980000.0,50126000.0,,2219778000.0,20624000.0,36515000.0,,,70750000.0,0.27,0.0,8114276000.0,6051441000.0,2062835000.0,3821446000.0,2062835000.0,436024000.0,1654653000.0,2665559000.0,4294942000.0,1654653000.0,2668131000.0,113299000.0,447695197.0,447695197.0,412710000.0,-229418000.0,-35388000.0,2160066000.0,,-29792000.0,,25732000.0,,382918000.0,24.21335510426234,24.21335510426234,24.21335510426234,9.82095428553573,53.74213248582289,53.74213248582289,-314.0465035571751,56.18495668972393,1874.2418274911383,71.64822061743835,-226.14535188253782,20.292442404148602,,,72.86499935077718,-251.104423184649,59.231573076208,20.215386849301808,199.6788255735306,192.1856590952681,68.77557726425205,58.879242936022735,33.12738892994371,230.35098719929036,7.669095128720452,141.78389150828755,53.31418617469667,139.55280566359832,57.71649879784262,173.77645368846868,56.75582420321729,173.54739952593698,57.293657428603694,26.186156709210735,1.6263694537083608,1.1584528559854497,0.011188363422740771,0.0006948867185742113,0.0004949634917719029,0.005392660056402251,0.005812222804563309,0.042726252450804934,SQ,250.077,144.928,,,,,,,3.83,,,,,
06/30/2020,46424338388.0,45143115388.0,9.604,25.678,23.468000000000004,1913.249,1923625000.0,1326862000.0,596763000.0,619815000.0,-23052000.0,-14769000.0,25591000.0,-12230000.0,-752000.0,-11478000.0,-11478000.0,-0.03,-0.03,440117000.0,440117000.0,-23052000.0,1946677000.0,-11478000.0,-11478000.0,14769000.0,-14769000.0,2539000.0,,1306711000.0,21056000.0,-11478000.0,,,23595000.0,0.061,0.0,7812272000.0,5885965000.0,1926307000.0,3704735000.0,1926307000.0,428428000.0,1530746000.0,2554554000.0,4152499000.0,1530746000.0,2654620000.0,253430000.0,442389350.0,442389350.0,-273129000.0,-187678000.0,448692000.0,2006208000.0,,-30424000.0,,447764000.0,,-303553000.0,70.2967359050445,70.2967359050445,70.2967359050445,69.48447893569845,2634.5195729537368,2634.5195729537368,-74.46836788942052,-401.1862396204033,-102.64066562662506,-350.04777673437786,-418.9955758257232,-7.846430245274176,,,-304.75665707088876,-325.17560348239016,32.81142862040593,-1.4271878165807608,91.25212224108658,87.30591634869344,57.47085240111653,28.1033390934753,10.819292814683724,202.65801530633024,-0.18453498328537946,65.66321811007072,32.301275590476266,63.819004324506615,39.281186350968675,51.32885268367177,101.99917805478383,49.53472884584397,106.68495385661095,31.022834492169732,-1.1983624666969914,-0.6357788030411333,0.013219357921377139,-0.0005106426484275765,-0.00027091617171044855,-0.006724236849650187,-0.006050291337947923,0.04261170243716366,SQ,159.0,232.558,,,,,,,7.52,,,,,
03/31/2020,22982439253.0,21841510253.0,5.178999999999999,13.4,15.814,-287.052,1381109000.0,842608000.0,538501000.0,628789000.0,-90288000.0,-9206000.0,-5862000.0,-105356000.0,535000.0,-105891000.0,-105891000.0,-0.24,-0.24,434940000.0,434940000.0,-90288000.0,1471397000.0,-105891000.0,-105891000.0,9206000.0,-9206000.0,-96150000.0,,823437000.0,20061000.0,-105891000.0,-108883000.0,-108883000.0,-76089000.0,0.27,0.0,6003873000.0,4195928000.0,1807945000.0,3568792000.0,1807945000.0,386897000.0,1437476000.0,2385317000.0,3568792000.0,1437476000.0,2147744000.0,,438763636.0,438763636.0,121296000.0,-114617000.0,918120000.0,2009917000.0,,-26137000.0,,986241000.0,,95159000.0,177.55760006290794,177.55760006290794,177.55760006290794,177.09220977328914,309.6180019961891,309.6180019961891,-620.4519252939821,336.2126848743308,-654.2425639843209,566.566265060241,114.10989109891099,-2202.4868748273,,,273.8626556528172,98.46848615747103,50.14207394530988,23.364286120686444,52.76302388183196,49.76902089387759,7.150232711920445,35.726671942815955,2.172852998487807,253.03260504910168,82.93492526663184,49.928214868336184,13.526623721819856,43.96164522352946,5.152924139789818,-26.908786809242635,-15.118035931004831,-29.620748529508916,-16.973157014634374,38.99047794200168,-6.537355125482493,-7.628362424689144,0.02465493428624219,-0.004133780079955719,-0.004823659114210246,0.004356795793776651,0.005553462127617279,0.06323321894878127,SQ,64.667,72.464,,,,,,,2.176,,,,,
12/31/2019,27075762802.0,26306564802.0,6.077999999999999,21.664,20.029,1442.404,1313429000.0,786380000.0,527049000.0,509701000.0,17348000.0,-6060000.0,380160000.0,391448000.0,508000.0,390940000.0,390940000.0,0.91,0.83,430136000.0,485394000.0,17348000.0,1296081000.0,390940000.0,390940000.0,,-6060000.0,17348000.0,,790501000.0,-3231000.0,390940000.0,341313000.0,341313000.0,18238000.0,0.001,0.0,4551258000.0,2836208000.0,1715050000.0,2653882000.0,1715050000.0,136105000.0,1379626000.0,1525716000.0,2653882000.0,1379626000.0,1074937000.0,,432796720.0,432796720.0,61116000.0,391871000.0,-12665000.0,1098706000.0,,-16672000.0,,,,44444000.0,-1486.1154446177848,-1486.1154446177848,-1486.1154446177848,-1511.9972585939472,-658.1724581724582,-658.1724581724582,-45.94628279429177,-658.1724581724582,-45.94628279429177,-70.83535665069887,-80.07737030611925,-6.615463389656938,,,-65.35766919850357,-74.40135373428775,33.02493462295322,8.923736437984967,48.60074854830129,42.337919974514634,2.6020403503484304,38.67739847495356,5.402000251981354,73.61321140812866,68.03126003639868,38.524062776549854,4.9985417780586205,40.846065748159845,3.7075376201959136,15.746858267068763,1.8608709950748974,14.494090258560677,1.3430551835522606,40.12771150933929,1.3208174937510897,29.803514312536116,0.020034884978974155,0.0006594551637803006,0.01488024008251505,0.0016894642206047774,0.0023232223766196016,0.04992780356864171,SQ,,67.11399999999999,,,,,,,1.859,,,,,
09/30/2019,26581122405.0,25957935405.0,6.5360000000000005,22.441,20.496,441.349,1266474000.0,766437000.0,500037000.0,467943000.0,32094000.0,-5632000.0,5541000.0,32003000.0,2606000.0,29397000.0,29397000.0,0.07,0.06,427124000.0,466099000.0,32094000.0,1234380000.0,29397000.0,29397000.0,,-5632000.0,32094000.0,,740719000.0,26721000.0,29397000.0,-32722000.0,-32722000.0,58815000.0,0.081,0.0,4000504000.0,2750710000.0,1249794000.0,2178663000.0,1249794000.0,132236000.0,911027000.0,1113865000.0,2178663000.0,911027000.0,1061105000.0,316821000.0,429073808.0,429073808.0,238747000.0,-200923000.0,-43804000.0,653870000.0,,-15664000.0,,0.0,2568000.0,223083000.0,49.656366135519015,49.656366135519015,49.656366135519015,54.53667487565793,-425.2660383095166,-425.2660383095166,-3907.1174377224197,-425.2660383095166,-3907.1174377224197,563.977022441812,83.76167646913458,885.5060321715819,,,401.2744604014445,78.98149814081805,29.078110044217397,0.26891627811300056,43.85490972156137,44.761525211163324,8.193756855304894,41.79010945386491,7.339780399059773,-14.534617747395664,-1.3566905982080761,38.38728663919953,5.04637552645307,43.57357602470446,7.854966369679742,-34.58803825752669,-13.35383774402597,-34.90579679762709,-14.015397501422258,39.48261077606015,2.534122295443886,2.526936991995098,0.019263357898012305,0.0012363849242732177,0.0012328792525554866,0.008594019382490254,0.009197457204320369,0.04878947344001991,SQ,,55.248999999999995,,,,,,,1.536,,,,,
06/30/2019,30677783889.0,30189050889.0,8.317,27.561999999999998,25.709,1179.076,1174238000.0,708393000.0,465845000.0,466688000.0,-843000.0,-5143000.0,-1230000.0,-7216000.0,-476000.0,-6740000.0,-6740000.0,-0.02,-0.02,423305000.0,423305000.0,-843000.0,1175081000.0,-6740000.0,-6740000.0,,-5143000.0,-843000.0,,683240000.0,26447000.0,-6740000.0,-34264000.0,-34264000.0,25604000.0,0.066,0.0,4654006000.0,3469534000.0,1184472000.0,2103498000.0,1184472000.0,132220000.0,830095000.0,1153052000.0,2103498000.0,830095000.0,1051246000.0,301744000.0,426217993.0,426217993.0,133392000.0,-25368000.0,-15553000.0,662863000.0,,-11994000.0,,,-1284000.0,121398000.0,14.121232644768034,14.121232644768034,14.121232644768034,36.09958506224066,-68.15262561390253,-68.15262561390253,-96.17548316849651,-68.15262561390253,-96.17548316849651,2997.6779790762953,750.3642476884281,164.47681024687532,,,602.8399810316665,311.14535815559117,46.543868518477815,11.43563930887592,40.1615702428477,41.927825261158596,25.913029567814007,47.50519289712997,17.41406513859974,-53.59311159837913,16.428813568253155,43.725851134744396,19.73505223654755,44.08924359889955,22.398184621189774,24.20741013831679,-2.4352281423658595,25.942487567276366,-2.722715619880195,39.67211076459798,-0.07179123823279437,-0.6145261863438247,0.015430925659532416,-2.7924031235681026e-05,-0.00023902705741005252,0.004021259245491346,0.004418555604495804,0.03889615491117866,SQ,,97.087,,,,,,,2.685,,,,,
03/31/2019,31443504971.0,31034018971.0,9.216000000000001,28.191,32.349000000000004,8575.302,959359000.0,562605000.0,396754000.0,418796000.0,-22042000.0,-4681000.0,-11299000.0,-38022000.0,129000.0,-38151000.0,-38151000.0,-0.09,-0.09,419289000.0,419289000.0,-22042000.0,981401000.0,-38151000.0,-38151000.0,,-4681000.0,-22042000.0,,539029000.0,25661000.0,-38151000.0,-27841000.0,-27841000.0,3619000.0,0.27,0.0,4402591000.0,3281002000.0,1121589000.0,2030891000.0,1121589000.0,135597000.0,774880000.0,1082963000.0,2030891000.0,774880000.0,1044899000.0,387626000.0,421623946.0,421623946.0,32444000.0,-70387000.0,-26852000.0,569329000.0,,-18168000.0,,,-1284000.0,14276000.0,59.05528224797799,59.05528224797799,59.05528224797799,59.68249968501953,5.001905487804878,5.001905487804878,609.2020592020592,5.001905487804878,609.2020592020592,-66.31906761666588,-90.63193122908328,-133.4102658788774,,,-37.67121971836397,-81.60979480784492,51.64866998356037,9.299982774909829,33.57444826065193,36.0812997511084,1.8337514525570433,55.4861464905749,4.3941124156040985,-26.640045562547996,-10.036865150660427,42.31556203278736,4.891325258968231,43.48709174203526,2.8772326407357203,61.242713211617236,34.418628938105925,64.28626346816539,35.06939411874178,41.356155516339555,-2.297575777159541,-3.9632713092804672,0.012784486610346863,-0.0007102528364307998,-0.0012251716426264344,0.00046001131897677606,0.0010454334010144663,0.030913140863143798,SQ,,107.527,,,,,,,2.616,,,,,
12/31/2018,23392222655.0,22976351655.0,7.52,20.846,24.639,1176.464,932528000.0,552474000.0,380054000.0,383162000.0,-3108000.0,-5176000.0,-19439000.0,-27723000.0,481000.0,-28204000.0,-28204000.0,-0.07,-0.07,413984000.0,413984000.0,-3108000.0,935636000.0,-28204000.0,-28204000.0,,-5176000.0,-3108000.0,,531963000.0,22638000.0,-28204000.0,-24474000.0,-24474000.0,19530000.0,0.27,0.0,3281023000.0,2160522000.0,1120501000.0,2020196000.0,1120501000.0,149000000.0,781694000.0,1093364000.0,2020196000.0,781694000.0,1048695000.0,316522000.0,417048006.0,417048006.0,176420000.0,-130593000.0,-174983000.0,632847000.0,,-24030000.0,,0.0,-150620000.0,152390000.0,80.06767541339462,80.06767541339462,80.06767541339462,74.93059061080262,-76.10884772080867,-76.10884772080867,-68.50106415323806,-76.10884772080867,-68.50106415323806,-1778.6737166776825,353.5686648014763,-678.3239561741191,,,-6869.762087490406,270.41236247585454,51.54386783684479,5.691989837998273,45.02531303928224,46.85450751584907,4.349057886704644,58.46808155777009,7.767821697952702,-13.907855052708475,-17.282470885017055,48.739356865338515,4.8948681297121555,51.375814685853896,5.715853387567056,73.64049514200552,-42.43541901404229,78.49823250614412,-42.38265562554484,40.75523737625036,-0.3332875795686564,-2.9728866050134686,0.016541094326317667,-0.0001352695174006728,-0.0012065884269301327,0.006632471607686142,0.007678329555928795,0.040586426165577415,SQ,,76.923,,,,,,,1.8780000000000001,,,,,
09/30/2018,40636485586.0,39877491586.0,14.507,37.748000000000005,45.207,6681.885,882108000.0,529448000.0,352660000.0,362527000.0,-9867000.0,-7224000.0,37800000.0,20709000.0,1066000.0,19643000.0,19643000.0,0.05,0.04,409690000.0,474915000.0,-9867000.0,891975000.0,19643000.0,19643000.0,,-7224000.0,-9867000.0,,514907000.0,15835000.0,19643000.0,-23596000.0,-23596000.0,5968000.0,0.051,0.0,3973368000.0,2851224000.0,1122144000.0,2020120000.0,1122144000.0,,781050000.0,1013831000.0,2146091000.0,781050000.0,1023947000.0,302209000.0,412372832.0,412372832.0,47628000.0,-609208000.0,-101073000.0,765070000.0,,-14030000.0,,0.0,-71330000.0,33598000.0,-222.02136911417568,-222.02136911417568,-222.02136911417568,-223.6727381307853,-33.7384997649587,-33.7384997649587,272.76161692482054,-33.7384997649587,272.76161692482054,-1.1387376783875238,757.3105384026537,-202.79021701687907,,,19.88823721901981,150.95105116181043,55.25316157545598,13.836458238476684,43.95744799821069,44.443625986582745,6.075869226361491,61.3148168478062,11.666286698583987,10.31852460671079,-46.437622692127825,48.65011249062578,9.09874814239498,50.74672012222319,8.242344816415482,267.60630198884985,64.52794145831075,283.05298310761714,66.36066190851797,39.979231568016615,-1.1185705151750125,2.3476717136677143,0.008843585340353007,-0.0002474328150435636,0.0005193155129965701,0.0008425304266579151,0.0011943579725240544,0.02212044852664921,SQ,,129.87,,,,,,,5.211,,,,,
06/30/2018,24698835484.0,23970505484.0,9.843,30.969,29.414,2476.036,814938000.0,499122000.0,315816000.0,318463000.0,-2647000.0,-2655000.0,-21976000.0,-5302000.0,604000.0,-5906000.0,-5906000.0,-0.01,-0.01,403301000.0,403301000.0,-2647000.0,817585000.0,-5906000.0,-5906000.0,,-2655000.0,-2647000.0,,487466000.0,12328000.0,-5906000.0,-21976000.0,-21976000.0,9681000.0,0.114,0.0,3554827000.0,2473198000.0,1081629000.0,2153066000.0,1081629000.0,,740459000.0,1553986000.0,2153066000.0,740459000.0,1071437000.0,,406952028.0,406952028.0,18979000.0,-150554000.0,788773000.0,1428372000.0,,-15060000.0,,855663000.0,-710000.0,3919000.0,-62.999624107254725,-62.999624107254725,-62.999624107254725,-65.77146546158812,-78.34587696335078,-78.34587696335078,-87.3904344512195,-78.34587696335078,-87.3904344512195,-90.00688476936023,-90.75402255461708,-412.39109390125844,,,-59.26553914835166,-63.53908516319905,44.98458932953341,15.317458593144604,45.437132465920584,45.06155616782338,20.7262119859808,52.25257799054134,23.76690049770741,89.51440956028982,84.05053113354877,45.03156658607239,18.56016937477795,47.76620338890854,21.886680137540512,175.1571030967952,26.655958051767776,186.2755368821333,26.89380589376605,38.753377557556526,-0.3248099855449126,-0.6506016408610226,0.013175191495682186,-0.00011042737508255043,-0.00022118849364853886,0.00016349258894919348,0.0007917646965212409,0.033997530863250275,SQ,,136.986,,,,,,,2.209,,,,,
03/31/2018,19500729270.0,18890209270.0,8.429,25.052,28.253,-1743.9260000000002,668603000.0,413433000.0,255170000.0,276162000.0,-20992000.0,-2819000.0,-18031000.0,-23811000.0,175000.0,-23986000.0,-23986000.0,-0.06,-0.06,395948000.0,395948000.0,-20992000.0,689595000.0,-23986000.0,-23986000.0,,-2819000.0,-20992000.0,,403542000.0,10160000.0,-23986000.0,-18031000.0,-18031000.0,-10832000.0,0.006999999999999999,0.0,2379612000.0,1569632000.0,809980000.0,1172945000.0,809980000.0,,737515000.0,858651000.0,1172945000.0,737515000.0,362965000.0,,400384079.0,400384079.0,52053000.0,-15493000.0,3038000.0,776076000.0,,-9667000.0,,0.0,-665000.0,42386000.0,58.95294897282969,58.95294897282969,58.95294897282969,63.301556820519856,49.06973441272547,49.06973441272547,61.365208701668074,49.06973441272547,61.365208701668074,13.059482528674312,-566.9090107953294,133.19698600645856,,,18.307650347743078,-2097.429009976976,47.27618885090634,9.224447177848354,44.695239358745894,43.49184202580148,9.895668584947037,47.13055912726099,6.3961973064253845,4.735016666891591,5.576936419251756,44.9837691007409,9.625876727224169,44.859106410084195,8.533281388232812,202.25435142838504,44.753935357623234,178.97025279356967,46.75388925954263,38.16465077183321,-3.1396807971247513,-3.5613061861822337,0.013508055752735448,-0.001111263496341351,-0.0012604942412054072,0.002243807858037562,0.0027555544385983394,0.035394155270784884,SQ,,109.89,,,,,,,1.735,,,,,
12/31/2017,13471640147.0,12872033147.0,6.273,18.695,20.895,-3811.677,616035000.0,376205000.0,239830000.0,252839000.0,-13009000.0,-2839000.0,-16833000.0,-15848000.0,-185000.0,-15663000.0,-15663000.0,-0.04,-0.04,390030000.0,390030000.0,-13009000.0,629044000.0,-15663000.0,-15663000.0,,-2839000.0,-13009000.0,,366807000.0,9632000.0,-15663000.0,-16833000.0,-16833000.0,-3377000.0,0.012,0.0,2187270000.0,1400937000.0,786333000.0,1144905000.0,786333000.0,,713672000.0,805467000.0,1144905000.0,713672000.0,358572000.0,,395194075.0,395194075.0,-2606000.0,19898000.0,23812000.0,735081000.0,,-6472000.0,,0.0,-419000.0,-9078000.0,3.2702577965319444,3.2702577965319444,3.2702577965319444,12.150590899440946,-6.932322220632423,-6.932322220632423,-12.638506480424416,-6.932322220632423,-12.638506480424416,-63.487913767445605,-126.71178461085772,-16.617283950617285,,,-86.35887772194305,-106.55977043320664,40.07468019922106,8.278980929907883,33.088664821070275,31.82044346022313,2.635979953238774,44.02041735475154,9.703772825410766,62.61774660973829,5.994289916511658,35.01840543470095,4.8319306724439635,36.3159606741946,5.276514588342655,180.67938870283135,21.867325501921307,151.44131205686188,23.645457613224472,38.9312295567622,-2.111730664653794,-2.5725811033464008,0.018631866253070953,-0.0010106406541558605,-0.0012311963323131739,-0.0007052498930299717,-0.00020245441961182047,0.04785840690159932,SQ,,86.95700000000001,,,,,,,1.5759999999999998,,,,,
09/30/2017,11054349549.0,10410437549.0,5.461,15.876,17.791,-1793.0479999999998,585159000.0,366543000.0,218616000.0,233507000.0,-14891000.0,-1854000.0,-19893000.0,-16745000.0,-647000.0,-16098000.0,-16098000.0,-0.04,-0.04,383951000.0,383951000.0,-14891000.0,600050000.0,-16098000.0,-16098000.0,,-1854000.0,-14891000.0,,357680000.0,9085000.0,-16098000.0,-19893000.0,-19893000.0,-5806000.0,0.039,0.0,2083852000.0,1350943000.0,732909000.0,1087146000.0,732909000.0,,660300000.0,756198000.0,1087146000.0,660300000.0,354237000.0,,387802142.0,387802142.0,39727000.0,-104765000.0,3342000.0,693510000.0,,-5742000.0,,0.0,-386000.0,33985000.0,-49.99502994458388,-50.19645453701699,-50.19645453701699,-47.82351291558907,-53.43943468200864,-53.43943468200864,21.817735602094242,-53.43943468200864,21.817735602094242,-54.18082295205738,-13.341153071372108,-73.70947292157219,,,-49.071866266697434,-14.734289148351648,28.092223636283848,6.307220934838131,28.122190342120064,26.968561214875574,6.529662051407248,45.43954654922363,5.3931706752672,58.3717743777118,-7.986058131805583,27.4034786744348,6.442989450604812,33.293014610411795,6.102211222019746,169.85750812603783,23.150858690994486,135.74304957974937,24.330027187252075,37.360102126088805,-2.5447784277435703,-2.86161539000511,0.02099969371806084,-0.0014303913673090899,-0.0016084818645887254,0.003264512162917159,0.003816073994297778,0.056208876643826455,SQ,,74.627,,,,,,,,,,,,
