Quarter,MarketCap,EnterpriseValue,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalCapitalization,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,EndCashPosition,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,FreeCashFlow,NormalizedIncomeYoY,DilutedNIAvailtoComStockholdersYoY,NetIncomeCommonStockholdersYoY,PretaxIncomeYoY,TotalOperatingIncomeAsReportedYoY,OperatingIncomeYoY,OperatingIncomeQoQ,EBITYoY,EBITQoQ,FreeCashFlowYoY,FreeCashFlowQoQ,NormalizedEBITDAYoY,EBITDAYoY,EBITDAQoQ,OperatingCashFlowYoY,OperatingCashFlowQoQ,OperatingExpenseYoY,OperatingExpenseQoQ,ReconciledCostOfRevenueYoY,CostOfRevenueYoY,CostOfRevenueQoQ,GrossProfitYoY,GrossProfitQoQ,EndCashPositionYoY,EndCashPositionQoQ,TotalExpensesYoY,TotalExpensesQoQ,TotalRevenueYoY,TotalRevenueQoQ,MarketCapYoY,MarketCapQoQ,EnterpriseValueYoY,EnterpriseValueQoQ,GrossMargin,OperatingMargin,NetMargin,EV2GrossIncome,EV2OperatingIncome,EV2NetIncome,EV2FreeCashFlow,EV2OperatingCashFlow,EV2TotalRevenue,Ticker,PeRatio,ForwardPeRatio,InterestIncome,TreasurySharesNumber,IncomeTaxPaidSupplementalData,InterestIncomeYoY,AverageDilutionEarnings,RentExpenseSupplemental,PegRatio,RepurchaseOfCapitalStock,PreferredStockEquity,PreferredSharesNumber,EarningsFromEquityInterestNetOfTax,OtherCashAdjustmentInsideChangeinCash
01/31/2010,8539911000.0,6930592000.0,2.966,3.565,7.053999999999999,34.282,982488000.0,543767000.0,438721000.0,304439000.0,134282000.0,2448000.0,2691000.0,139421000.0,8345000.0,131076000.0,131076000.0,,,,,134282000.0,848206000.0,131076000.0,128546068.957,,2448000.0,154253000.0,,543767000.0,47914000.0,131076000.0,2691000.0,2691000.0,199476000.0,0.06,161068.957,3585918000.0,920778000.0,2665140000.0,2665140000.0,2665140000.0,24450000.0,2174838000.0,1696452000.0,2665140000.0,2174838000.0,24450000.0,,2609566832.0,2245863404.0,69245000.0,-283774000.0,47260000.0,447221000.0,803000.0,-22575000.0,45837000.0,,,46670000.0,-198.90943769089176,-188.7657874242373,-188.7657874242373,-181.83184152604548,-176.69619551869684,-185.77414677457475,24.513885669247532,-198.53084897766252,43.03212944503686,-174.29162687042344,-62.58137968634746,-326.4868179031269,,,-448.92920131015364,-51.00023351755274,2.0857155312035784,7.220238221020082,60.179277352610214,60.179277352610214,6.324314706221661,209.6868691146782,11.98061171617962,7.070588573289154,-27.220784715780567,33.01165294271695,6.644152780938467,104.20002494076567,8.777842485545934,100.01423924171749,30.346728965115556,133.76542379383307,35.6109593254704,44.654082289045775,13.667546066720407,14.190605890351843,0.06330209598256542,0.01937525683231678,0.02011675193114816,0.006733912485398073,0.009991209986102197,0.14176105013828544,NVDA,,,5768000.0,363703428.0,1606000.0,,,,,78075000.0,,,,
10/31/2009,6551688000.0,5110643000.0,2.302,2.915,5.6579999999999995,32.632,903206000.0,511423000.0,391783000.0,283938000.0,107845000.0,5444000.0,-3082000.0,110207000.0,2630000.0,107577000.0,107577000.0,0.05,0.048,2205132000.0,2297524000.0,107845000.0,795361000.0,107577000.0,110585450.588,,5444000.0,107845000.0,,511423000.0,48770000.0,107577000.0,-3082000.0,-3082000.0,159697000.0,0.024,-73549.412,3463574000.0,1039939000.0,2423635000.0,2423635000.0,2423635000.0,24760000.0,1925974000.0,1468910000.0,2423635000.0,1925974000.0,24760000.0,,2219600000.0,2219600000.0,141317000.0,-95497000.0,44885000.0,614490000.0,,-16593000.0,45100000.0,,,124724000.0,56.69498777589952,74.21940791604587,74.21940791604587,80.65832827893709,89.8813296711036,65.574047348543,-197.94563470079106,65.574047348543,-197.94563470079106,-288.9614423149761,6.183328934710245,24.747687789026372,,,228.6212589819315,4.5886157922393185,-6.201004925522532,6.41157291159165,-3.4708538122956822,-3.4708538122956822,-17.48540247855346,6.508211383660964,149.9843673232391,33.22189774375451,17.31721985165669,-4.463551069582629,-10.293618398717836,0.618389024736675,16.314583011384123,39.259169258900705,-7.230976134626838,44.719304176659946,-9.084661772562,43.37692619402439,11.94024397535003,12.201756852810988,0.07666021672811034,0.02110204136739741,0.02156421413117684,0.024404756896539242,0.027651510778585003,0.17673040359109413,NVDA,,,5444000.0,,918000.0,,,,,0.0,,,,
07/31/2009,7062366000.0,5621321000.0,2.488,3.142,7.239,-92.479,776520000.0,619797000.0,156723000.0,266830000.0,-110107000.0,5779000.0,-2773000.0,-107101000.0,-1799000.0,-105302000.0,-105302000.0,-0.048,-0.048,2186556000.0,2186556000.0,-110107000.0,886627000.0,-105302000.0,-102575578.715,,5779000.0,-110107000.0,,619797000.0,49322000.0,-105302000.0,-2773000.0,-2773000.0,-58012000.0,0.017,-46578.715,3298409000.0,1051000000.0,2247409000.0,2247409000.0,2247409000.0,25060000.0,1741887000.0,1276584000.0,2247409000.0,1741887000.0,25060000.0,,2191200000.0,2191200000.0,135117000.0,-131157000.0,7551000.0,523785000.0,,-17656000.0,7432000.0,,119000.0,117461000.0,-13.23032752327213,-12.922458632751448,-12.922458632751448,-26.943383356070942,-29.142426894563428,-29.142426894563428,-52.327408914770636,-29.142426894563428,-52.327408914770636,328.01807382574793,-3.2055772099117434,-45.16668714613836,,,66.89971219289252,-4.932877406281662,-12.603296987642029,-36.568876125906606,-16.554764062098204,-16.554764062098204,30.611440673501427,4.539845381110881,-17.382021761133604,-27.16538991549664,2.247039670176507,-15.403676097352461,-0.9572205416467454,-13.012111897261716,16.905112829723397,11.285775868035925,13.408545195393366,8.668692348843052,14.380712404191573,20.18273837119456,-14.179544635038377,-13.792432905784782,0.02788010149215816,-0.019587388800603987,-0.019052639050500763,0.02089562222118253,0.02403652095299308,0.1381383486194793,NVDA,,,5779000.0,,774000.0,,,,,0.0,,,,
04/30/2009,6227366719.0,4914570719.0,2.13,2.6860000000000004,7.399,-27.256999999999998,664231000.0,474535000.0,189696000.0,420661000.0,-230965000.0,6124000.0,20000.0,-224821000.0,-23483000.0,-201338000.0,-201338000.0,-0.09300000000000001,-0.09300000000000001,2169228000.0,2169228000.0,-230965000.0,895196000.0,-201338000.0,-201355910.96,,6124000.0,-230965000.0,,474535000.0,50658000.0,-201338000.0,20000.0,20000.0,-180327000.0,0.10400000000000001,2089.04,3178704000.0,859828000.0,2318876000.0,2318876000.0,2318876000.0,25351000.0,1806586000.0,1318512000.0,2318876000.0,1806586000.0,25351000.0,,2184800000.0,2184800000.0,142128000.0,-8905000.0,-38637000.0,512274000.0,,-20777000.0,39660000.0,,-222000.0,121351000.0,-211.64066633383212,-213.8757388082916,-213.8757388082916,-205.54084631345705,-213.78763320343484,-213.78763320343484,47.531506901816,-213.78763320343484,47.531506901816,-313.1657532321529,-293.1725565106654,-172.530880335933,,,-2.146029123205618,-816.1904761904761,34.88604006874792,41.057746152994945,-25.684955641340864,-25.684955641340864,39.78537384306309,-63.15459275934605,33.90368895853628,-36.2294412603883,22.64513225182433,-5.809393640001305,40.38040248207209,-42.41044644126695,38.05358107827244,-45.37290864950452,45.851873254882314,-51.94289309316561,65.76602790812068,28.558739354230685,-34.771788730125515,-33.84680931784274,0.038598691695822966,-0.04699596632256743,-0.04574580626764199,0.02469208542077752,0.02891971814557991,0.1351554465239551,NVDA,,,6124000.0,,919000.0,,,,,-78075000.0,,,,
01/31/2009,4269651517.0,2964763517.0,1.141,1.7169999999999999,6.162000000000001,-27.326,481140000.0,339474000.0,141666000.0,298219000.0,-156553000.0,,-20424000.0,-170375000.0,-22710000.0,-147665000.0,-147665000.0,,,,,-175083000.0,637693000.0,-147665000.0,-129963400.82200001,,,-156553000.0,,339474000.0,48055000.0,-147665000.0,-20424000.0,-20424000.0,-88074000.0,0.133,-2722400.8219999997,3350727000.0,956075000.0,2394652000.0,2394652000.0,2394652000.0,25634000.0,1877707000.0,1389367000.0,2394652000.0,1877707000.0,25634000.0,,2148252336.0,2148252336.0,-19845000.0,-31352000.0,7632000.0,417688000.0,,-42975000.0,6817000.0,,,-62820000.0,-150.4658604544567,-157.4587634682657,-157.4587634682657,-160.8695186172303,-166.69853980396115,-159.6394652932011,-340.35526760217397,-159.6394652932011,-340.35526760217397,-134.49146772670372,-4.825392015756382,-129.35633647426644,,,-107.86030870872298,-146.14794316675582,3.873590202648573,-1.4832727140587163,-48.023756264038106,-48.023756264038106,-35.925573599691965,-74.22365842608312,-61.48737368931854,-42.543904898283145,-9.444925019457868,-32.17698629379376,-23.40217243769226,-59.99600907934449,-46.40034311623062,-68.83273272569839,-9.246575343266473,-76.33092970514342,-16.046080066913866,29.443820925302404,-32.537930747807295,-35.410691274888805,0.0477832377481998,-0.05280454886277528,-0.05746664077018862,-0.021188873797113716,-0.006693619874303115,0.16228613083004287,NVDA,12.823,,,,,,,,,0.0,,,,
10/31/2008,4704672615.0,3531417615.0,1.258,1.892,3.9339999999999997,30.859,897655000.0,529812000.0,367843000.0,302709000.0,65134000.0,,-13578000.0,61003000.0,-745000.0,61748000.0,61748000.0,0.027999999999999997,0.027999999999999997,2175228000.0,2258144000.0,56796000.0,832521000.0,61748000.0,70573700.0,,,65134000.0,,529812000.0,49304000.0,61748000.0,-13578000.0,-13578000.0,128016000.0,0.35,-4752300.0,3648898000.0,1161823000.0,2487075000.0,2487075000.0,2487075000.0,,1965143000.0,1475634000.0,2487075000.0,1965143000.0,,,2148252336.0,2148252336.0,43003000.0,-27902000.0,-272991000.0,461253000.0,,-109008000.0,26749000.0,,,-66005000.0,-69.87878301320141,-73.79795553782765,-73.79795553782765,-77.13522164625805,-77.08369478819081,-73.71944109328157,-141.9159287479407,-73.71944109328157,-141.9159287479407,-119.97597012305476,-340.5167073570674,-54.17017209097516,,,-88.68714238737257,-46.88167792778883,13.072630289266076,-0.8515962516663447,-11.704475005166287,-11.704475005166287,-28.66973002010073,-28.65078857071921,145.36443498735966,-56.34975612802853,-35.86073979723087,-4.060473220582744,-20.56612738868089,-19.535907679923845,0.5577611585838536,-76.06509778817403,-25.865759128686268,-80.89355734259965,-31.732321573573174,40.97821546139664,7.256017066690432,6.795817992435847,0.1041629849830151,0.018444151075006743,0.01727436589229337,-0.018690794235051128,0.012177262699642507,0.2541911203555006,NVDA,14.129000000000001,,,,,,,,,-299740000.0,,,,
07/31/2008,6346153356.0,5172898356.0,1.579,2.383,5.795,-47.42,892676000.0,742759000.0,149917000.0,305309000.0,-155392000.0,,-3289000.0,-146600000.0,-25671000.0,-120929000.0,-120929000.0,-0.055,-0.055,2221668000.0,2221668000.0,-155392000.0,1048068000.0,-120929000.0,-118215933.963,,,-155392000.0,,742759000.0,46306000.0,-120929000.0,-3289000.0,-3289000.0,-105797000.0,0.175,-575933.963,3960049000.0,1297134000.0,2662915000.0,2662915000.0,2662915000.0,,2151967000.0,1679203000.0,2662915000.0,2151967000.0,,,2218934740.0,2218934740.0,80957000.0,-174646000.0,9524000.0,719143000.0,,-53514000.0,9524000.0,,,27443000.0,-168.59808714075507,-170.00961026329807,-170.00961026329807,-172.98942997545444,-184.10478458540808,-184.10478458540808,-176.55570280669428,-184.10478458540808,-176.55570280669428,-90.8837842775757,-148.2065064643058,-148.93795157873313,,,-75.54989112412454,-44.261764604633555,27.62046883360086,-2.101877741579663,45.27980816060682,45.27980816060682,16.320541230453607,-64.64154984056303,-70.88102586613783,-21.3832270195519,-10.477301358881027,39.65060300362562,10.275470876222762,-4.552457997996264,-22.604015301008854,-62.076443732038825,-44.33090024315533,-66.75688698144411,-49.4168374968337,16.79411118927808,-17.407435620538696,-16.422531803252244,0.028981238308329136,-0.030039639155051666,-0.028340011713154954,0.005305149668786572,0.01565022052020386,0.17256786013678246,NVDA,12.806,,,,,,,,,0.0,,,,
04/30/2008,11399777226.0,10226522226.0,2.822,4.165,8.867,41.854,1153388000.0,638545000.0,514843000.0,311864000.0,202979000.0,,-4284000.0,213018000.0,36213000.0,176805000.0,176805000.0,0.08,0.075,2222692000.0,2367956000.0,202979000.0,950409000.0,176805000.0,180360721.20700002,,,202979000.0,,638545000.0,41358000.0,176805000.0,-4284000.0,-4284000.0,248621000.0,0.17,-728278.793,3807458000.0,1070280000.0,2737178000.0,2737178000.0,2737178000.0,,2241158000.0,1872441000.0,2737178000.0,2241158000.0,,,2218934740.0,2218934740.0,145245000.0,24533000.0,-93439000.0,803308000.0,,-202173000.0,30457000.0,,,-56928000.0,35.78220015545484,33.680883720578564,33.680883720578564,38.51315763806254,43.70601645356329,43.70601645356329,-22.674372092846067,43.70601645356329,-22.674372092846067,-121.17368761669556,-131.2564513649441,43.50832635862507,,,-52.61004473243738,-42.47062038808417,30.54602079600824,8.626322719071537,37.57535409422116,37.57535409422116,-2.2335420197723894,35.435815414402136,-6.323542522975926,18.31604931725559,10.500997979281097,35.186776172987365,1.0824999388448158,36.61202444686597,-4.102500145502316,-4.446509821155167,-16.784800292112784,-4.931486001372132,-18.356971120571437,44.63745071042876,17.598501111508007,18.468893381932187,0.05034389879787858,0.019848292069804964,0.0208299552176615,-0.005566701830976884,0.014202775566333571,0.11278399190954831,NVDA,14.784,,,,,,,,,-123896000.0,,,,
01/31/2008,13699152638.0,12525897638.0,3.641,5.233,10.415,41.832,1202730000.0,653133000.0,549597000.0,287098000.0,262499000.0,,-582000.0,279902000.0,22909000.0,256993000.0,256993000.0,,,,,262499000.0,940231000.0,256993000.0,257527365.335,,,262499000.0,,653133000.0,36936000.0,256993000.0,-582000.0,-582000.0,300017000.0,0.08199999999999999,-47634.665,3747671000.0,1129759000.0,2617912000.0,2617912000.0,2617912000.0,,2156929000.0,1921668000.0,2617912000.0,2156929000.0,,,2228410352.0,2228410352.0,252471000.0,-425918000.0,-156286000.0,726969000.0,,-70339000.0,21579000.0,,,182132000.0,57.187746356454774,57.176495052169344,57.176495052169344,84.68187306593472,89.5108075717978,89.5108075717978,5.914275684814054,89.5108075717978,5.914275684814054,17.73010219582038,-44.87897294974306,73.10903520261265,,,9.581805160702272,-33.5821111476488,16.143726334185573,7.241363853693521,32.43647689322278,32.43647689322278,8.847517848691096,42.4911720325844,6.603394801310437,33.53238528031975,-31.20397235928388,26.996632714669506,8.352002175726819,36.8491238210754,7.8104369230107284,23.875935465573836,-30.305909548308136,26.70963361725959,-32.229667786568584,45.69579207303385,21.825264190632975,23.272222360795855,0.04387685544648549,0.020956502087615098,0.02234586359310946,0.014540434966310396,0.020155920740887664,0.09601946581067854,NVDA,18.771,,,,,,,,,-178085000.0,,,,
10/31/2007,19656117971.0,18482862971.0,5.752999999999999,7.932,16.567999999999998,65.806,1115597000.0,600044000.0,515553000.0,267712000.0,247841000.0,,1542000.0,266799000.0,31138000.0,235661000.0,235661000.0,0.105,0.095,2219864000.0,2451940000.0,247841000.0,867756000.0,235661000.0,234298966.17700002,,,247841000.0,,600044000.0,33030000.0,235661000.0,1542000.0,1542000.0,279329000.0,0.11699999999999999,179966.177,3475263000.0,997337000.0,2477926000.0,2477926000.0,2477926000.0,,2106819000.0,1899612000.0,2477926000.0,2106819000.0,,,2222285808.0,2222285808.0,380125000.0,-186449000.0,-51719000.0,1056702000.0,,-49703000.0,73322000.0,,,330422000.0,120.12039463174192,121.25508163476073,121.25508163476073,107.90558495094562,110.7258551350616,110.7258551350616,34.14213033124053,110.7258551350616,34.14213033124053,26.825879354551457,9.76198780872656,95.9378507295174,,,31.386571177735224,14.802890873453315,23.75224773377587,11.904761904761903,23.3060025070382,23.3060025070382,17.365494336552175,54.38399482544873,21.594982924206114,42.46143558576655,15.518751127363364,23.443330265349758,15.62479596745073,35.95357872313459,19.28291061349175,58.62379424906534,17.461689635680067,64.75485053056249,18.778267107986967,46.21319347398747,22.215997353883168,23.915356531077084,0.027893568264230142,0.013409232129722962,0.014434939025334615,0.017877208770007064,0.020566348438357418,0.06035845213755007,NVDA,30.584,,,,,,,,,-125041000.0,,,,
07/31/2007,16734067109.0,15560812109.0,5.233,7.404,16.637999999999998,71.824,935253000.0,511261000.0,423992000.0,239232000.0,184760000.0,,466000.0,200851000.0,28119000.0,172732000.0,172732000.0,0.078,0.07200000000000001,2189220000.0,2415318000.0,184760000.0,750493000.0,172732000.0,172331239.675,,,184760000.0,,511261000.0,31892000.0,172732000.0,466000.0,466000.0,216186000.0,0.14,65239.675,3036267000.0,775989000.0,2260278000.0,2260278000.0,2260278000.0,,1912160000.0,1716607000.0,2260278000.0,1912160000.0,,,2194152156.0,2194152156.0,331111000.0,-57888000.0,-37429000.0,914745000.0,,-30076000.0,86957000.0,,,301035000.0,98.44460552943296,99.10781183359654,99.10781183359654,92.16145883163354,92.82792018034566,92.82792018034566,30.807244098947933,92.82792018034566,30.807244098947933,-9782.695400450306,11.966361925448743,79.96004328643969,,,1847.482649100106,8.033567273213722,21.86315660784873,0.1423237278770323,29.305168807585403,29.305168807585403,10.151850080363337,45.13911709935371,11.536336804002758,135.5022745820922,34.72916307656959,26.83609851564045,6.750598121854703,36.03304054142504,10.775216752736059,112.68968158254549,40.26576883494283,117.78913878852207,44.65751416971345,45.33447099341034,19.755082314625028,21.475579335217315,0.027247421087667603,0.011873416291244802,0.012907488284871238,0.019345712671762716,0.021278516678990896,0.06010309702660519,NVDA,31.546,,,,,,,,,-124386000.0,,,,
04/30/2007,11930257288.0,10757002288.0,4.005,5.692,12.741,62.331,844280000.0,464142000.0,380138000.0,238892000.0,141246000.0,,-665000.0,153789000.0,21530000.0,132259000.0,132259000.0,0.062,0.055,2164986000.0,2393196000.0,141246000.0,703034000.0,132259000.0,132830901.989,,,141246000.0,,464142000.0,31334000.0,132259000.0,-665000.0,-665000.0,173245000.0,0.14,-93098.011,2800868000.0,704974000.0,2095894000.0,2095894000.0,2095894000.0,,1753903000.0,1530366000.0,2095894000.0,1753903000.0,,,2176392330.0,2176392330.0,306489000.0,-91063000.0,-80889000.0,678951000.0,,-37627000.0,44111000.0,,,268862000.0,46.16314335576499,45.85888217389386,45.85888217389386,40.77054042179262,40.285047425137805,40.285047425137805,1.9723638043807845,40.285047425137805,1.9723638043807845,804.3761983248679,73.79236343186622,38.640364916773365,,,508.16136201285815,33.02762646758827,27.02156620868604,-3.357713841871905,18.08726625111309,18.08726625111309,-5.8854302903478946,31.646332383284214,-1.4435865659336384,39.19690505429892,24.712259420220644,20.97872735845485,-5.041473123174027,23.829764141465255,-3.9360635723250117,15.880806058967831,7.880525237489505,12.37578088082208,8.815819682056318,45.0251101530298,16.729757900222676,18.215402473113183,0.03533865567957198,0.013130609831473896,0.014296641004860592,0.024994138032296383,0.028492045627052116,0.07848655019269063,NVDA,26.3,,,,,,,,,-125000000.0,,,,
01/31/2007,11058768264.0,9885513264.0,3.908,5.51,11.248,57.206,878873000.0,493167000.0,385706000.0,247192000.0,138514000.0,,-505000.0,151559000.0,-11947000.0,163506000.0,163506000.0,,,,,138514000.0,740359000.0,163506000.0,163834250.0,,,138514000.0,,493167000.0,34292000.0,163506000.0,-505000.0,-505000.0,173311000.0,0.35,-176750.0,2675263000.0,668344000.0,2006919000.0,2006919000.0,2006919000.0,,1659983000.0,1392963000.0,2006919000.0,1659983000.0,,,2164848600.0,2164848600.0,230395000.0,-371909000.0,-55818000.0,544414000.0,,-75692000.0,66553000.0,,,154703000.0,64.12243475452529,66.75437522947007,66.75437522947007,29.839455828935645,23.2967189474996,23.2967189474996,17.770994702966508,23.2967189474996,17.770994702966508,-23.390842733908425,-40.620346061136445,25.36964699074074,,,2.223770204496346,-20.366171479133687,73.34885482264828,14.266695634889452,30.235241923131774,30.235241923131774,1.3433203871524568,51.29285322036557,15.500895365063394,-1.3306606543472115,-26.603716096884916,42.02930523795638,5.320367190689642,38.707951528848795,7.1049219325056185,43.51275991152997,-10.756346479762916,41.56867307268175,-11.881278198964315,43.88643182803431,15.76041134498386,17.24469860833135,0.03901729628997845,0.01401181671612595,0.015331424474633126,0.015649465623942944,0.02330632652520206,0.08890514599789019,NVDA,26.639,,,,,,,,,-100000000.0,,,,
10/31/2006,12391657925.0,11218402925.0,4.675,6.7139999999999995,13.671,78.646,820572000.0,486630000.0,333942000.0,216329000.0,117613000.0,,84000.0,128327000.0,21816000.0,106511000.0,106511000.0,0.05,0.045,2114884556.0,2345757120.0,117613000.0,702959000.0,106511000.0,106441280.26799999,,,117613000.0,,486630000.0,25031000.0,106511000.0,84000.0,84000.0,142560000.0,0.17,14280.268,2531153000.0,685436000.0,1845717000.0,1845717000.0,1845717000.0,,1615500000.0,1368119000.0,1846057000.0,1615500000.0,340000.0,,2132203830.0,2132203830.0,289318000.0,3631000.0,60374000.0,741746000.0,,-28786000.0,52177000.0,,,260532000.0,39.1347440693212,63.2277443182689,63.2277443182689,65.19528333462064,64.41092596734511,64.41092596734511,22.748810219587543,64.41092596734511,22.748810219587543,268.8530856681721,-8479.929237697008,30.251256281407034,,,244.02073746417915,1601.6703917186212,38.11290157822157,10.196523900729451,36.98356354874214,36.98356354874214,23.075639050964742,46.35794677605974,14.313588563917188,103.60409323978612,90.96345993929299,37.32913442434638,18.802676342692195,40.64979474302169,19.3526288000768,115.87907543252713,57.497741653647175,123.60074218820041,57.012776357942904,40.69624603325485,14.333050603725205,15.638725181946253,0.029767338740866272,0.010483934369829206,0.011438972272427985,0.023223626548428685,0.025789588940085248,0.07314517097361253,NVDA,34.338,,,,,,,,,0.0,,,,
07/31/2006,7867832132.0,7144898132.0,3.2430000000000003,4.755,10.392000000000001,59.528999999999996,687519000.0,395391000.0,292128000.0,196312000.0,95816000.0,,-106000.0,104522000.0,17769000.0,86753000.0,86753000.0,0.042,0.037000000000000005,2101464000.0,2313534000.0,95816000.0,591703000.0,86753000.0,86840979.736,,,95816000.0,,395391000.0,24208000.0,86753000.0,-106000.0,-106000.0,120130000.0,0.17,-18020.264,2183829000.0,529281000.0,1654548000.0,1654548000.0,1654548000.0,,1421463000.0,1221245000.0,1654548000.0,1421463000.0,,,2132203830.0,2132203830.0,17002000.0,-15031000.0,-101311000.0,388423000.0,,-20111000.0,15775000.0,,,-3109000.0,16.523997939161028,15.922605128479228,15.922605128479228,22.597823027118327,19.714631982708,19.714631982708,-4.8358742613100265,19.714631982708,-4.8358742613100265,-117.11815879308448,-110.45780214605267,15.004260126176321,,,-64.09064988278033,-66.2631954917057,42.77547873771791,4.381300778425284,10.66760337888143,10.66760337888143,0.5955985243607683,34.29073156380152,1.1674175864134895,60.392699343436426,-20.366448459600257,19.590318831792228,1.8207880617150958,19.60762823323104,0.8377737394893275,72.44464645728854,-23.578284408847747,86.08481855237659,-25.35899078564675,42.490171180723735,13.936487573434334,15.20277985044777,0.040886237228721346,0.01341040813036465,0.014628899960361255,-0.0004351356649964901,0.0023796000566967917,0.09622516476768153,NVDA,24.726,,,,,,,,,-124978000.0,,,,
